23 	 Max:			2.617071
30 	 Max:			3.400539
31 	 Max:			3.995708
32 	 Max:			4.023282
36 	 Max:			8.872891
37 	 Max:			10.891532
47 	 Max:			7.884053
48 	 Max:			9.404853
51 	 Max:			16.201309
52 	 Max:			20.059627
55 	 Max:			3.867749
56 	 Max:			3.599136
57 	 Max:			5.554352
58 	 Max:			7.844082
59 	 Max:			4.989858
60 	 Max:			5.486184
