23 	 Max:			5.380035
30 	 Max:			3.769083
31 	 Max:			3.893745
32 	 Max:			3.948175
36 	 Max:			15.625755
37 	 Max:			14.556308
47 	 Max:			11.795147
48 	 Max:			9.445447
51 	 Max:			25.599035
52 	 Max:			27.637597
55 	 Max:			3.378675
56 	 Max:			3.828961
57 	 Max:			4.956795
58 	 Max:			5.784667
59 	 Max:			4.647908
60 	 Max:			7.080394
