23 	 Max:			2.495733
30 	 Max:			2.246240
31 	 Max:			2.625236
32 	 Max:			3.149883
36 	 Max:			3.015330
37 	 Max:			4.268932
47 	 Max:			4.671819
48 	 Max:			4.264868
51 	 Max:			14.458948
52 	 Max:			11.413926
55 	 Max:			3.101893
56 	 Max:			2.767453
57 	 Max:			2.813819
58 	 Max:			3.950896
59 	 Max:			3.880930
60 	 Max:			4.916697
